排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,source,真实总销量
65,1.0312239491649184,606839534132109,万圣节骷髅骨窗户贴纸- PET静电吸附玻璃膜 无残留 不留胶，自粘可移除， 可重复使用 双面可视，恐怖静电贴纸，适用于窗户和墙壁，是鬼屋活动和家居装饰的理想选择,1.34,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/9521175e396d44a7bf547bea750fb059-goods.jpeg,https://www.temu.com/search_result.html?search_key=606839534132109&search_method=user,910.csv,1
66,1.0279602522398839,607157898545154,1个 2D平面 委内瑞拉 恩典之地 耐用圆形冰箱贴，适用于将照片、明信片等贴在冰箱上，作为厨房装饰，2D平面,1.78,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/52e4f29966e040988b75911ec32b4dfa-goods.jpeg,https://www.temu.com/search_result.html?search_key=607157898545154&search_method=user,911.csv,11
67,1.0255903111465943,606646864559073,2/3PC 编织纹样红黑条纹背景图案的绗缝床盖套装（床盖*1，枕套*1/2，不含枕芯）透气舒适 四季可用 节日礼物 适用于酒店、宾馆、卧室，超柔软透气吸汗床上用品,11.0,家居厨房用品,床上用品,https://img.kwcdn.com/product/217a7c6468/c11da3b3-bd15-4b4f-97f0-2196ebccce03_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606646864559073&search_method=user,911.csv,51
68,1.0220642432994496,606805577058517,"1pc Car-Shaped Chocolate Candy Silicone Mold, Mixed Transportation Vehicle Shape Candy Mold, Including Tank, Taxi, Submarine, Ship, Helicopter, And Airplane Shapes, Suitable for Making Ice Cubes, Soap, Candles, Cake Decorations, Crafts",6.64,家居厨房用品,烘焙用品,https://img.kwcdn.com/product/fancy/d5a25594-bc25-4caf-ace4-f577b79184ab.jpg,https://www.temu.com/search_result.html?search_key=606805577058517&search_method=user,909.xlsx,0
69,1.0218335834037442,605582467631357,小米X20+、X20 Max、X20 Pro、X10+、追觅L10S Ultra、L10S Pro Gen 3、L10 Ultra、L10 Prime、L10S Pro Gen 2、S10、S10 Pro、S20、S20 Pro吸尘器配件替换侧刷,2.12,家居厨房用品,吸尘器及扫地机器人,https://img.kwcdn.com/product/open/ab1d409e1128464aa20328356a9bb094-goods.jpeg,https://www.temu.com/search_result.html?search_key=605582467631357&search_method=user,909.xlsx,18
70,1.0216687425134519,607028378485855,家用大开口强力防风晾衣夹，适用于家用宿舍晾晒的高质量晾衣夹，晾衣必备好帮手,4.9,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/7f8297288a63485f901545b427a0506a-goods.jpeg,https://www.temu.com/search_result.html?search_key=607028378485855&search_method=user,911.csv,0
71,1.0174444899113222,606920467410754,"TAYAGXG Modern Minimalist Round Rug Suitable for Living Room, Warm-Toned Abstract Layered Hills with Soft Adhesive Backing, Machine Washable Circular Mat Suitable for Bedroom, Coffee Table, Balcony, Warm-Toned Modern Decor",8.7,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/fancy/025ee57e-b8d1-48b9-aad3-94c716ce7e63.jpg,https://www.temu.com/search_result.html?search_key=606920467410754&search_method=user,911.csv,0
72,1.0169234751985325,606068000260613,1条时尚紧身裤搭配白色长袖上衣沙滩巾轻便便携适用于海滩、露营、旅行、现代浴室及户外用途，沙滩巾，露营用品,9.21,家居厨房用品,毛巾浴巾,https://img.kwcdn.com/product/21137b223ee/1deb79ae-aac2-4bea-ac7d-9d952767a042_1200x1200.jpeg,https://www.temu.com/search_result.html?search_key=606068000260613&search_method=user,910.csv,2
73,1.0123879676979721,606631899297919,1PC 趣味2D平面静电破窗公鸡窗贴，仿真尖叫小鸡碎玻璃效果可移除静电贴纸，无胶恶搞动物PVC贴纸，适用于家居、办公室、汽车车窗装饰，2D平面,1.23,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/9d1d636b-d4f2-4fa4-ab77-0dde31ad99af.jpg,https://www.temu.com/search_result.html?search_key=606631899297919&search_method=user,910.csv,0
74,1.0108786515386736,606767996073726,2D平面木框定制海报，个性化2D平面可定制帆布海报 - 定制树枝宝宝出生细节印刷海报，海报和印刷墙壁艺术，帆布印刷艺术品，个性化礼物，墙壁装饰,7.43,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/5e1bc2ac48c1430d90f9afa65cad642c-goods.jpeg,https://www.temu.com/search_result.html?search_key=606767996073726&search_method=user,911.csv,0
75,1.0105224393392394,607269433495840,1pc 垂坠枫叶秋收静电窗贴，免胶可移除不留残胶，红黄悬挂枫叶秋日玻璃窗贴，客厅橱窗秋季氛围感装饰贴纸,3.23,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/666f51f37acc4a0a8e3724c00acdaed4-goods.jpeg,https://www.temu.com/search_result.html?search_key=607269433495840&search_method=user,911.csv,22
76,1.008827261438882,605515962783027,2D平面超大尺寸手绘中国传统房屋墙画，适用于客厅，现代简约抽象帆布油画，带红色调的纹理感忧郁装饰，无框设计，适用于家庭办公室卧室玄关，手工制作，2D平面,64.63,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/3c1e226e-6c10-4deb-b6dd-c1b54b684f7b.jpg,https://www.temu.com/search_result.html?search_key=605515962783027&search_method=user,910.csv,1
77,1.0058153160881225,606173629639876,2D平面，2D平面，1件装墙 आर्ट 带框或无框，个性化Wanted - Dead Or Alive风格帆布墙 आर्ट，高清打印，帆布材质，非常适合家居装饰，描绘了一个情侣温馨的场景，完美礼物,4.15,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/9561e94f6e7447719cdaa91495cbd7c9-goods.jpeg,https://www.temu.com/search_result.html?search_key=606173629639876&search_method=user,911.csv,3
78,1.005368413085063,606888792025445,"1pc Multi-Grid Wooden Drainage Rack, Bowl And Dish Rack, Kitchen Storage Rack, Storage Rack, Teacup Wooden Rack",2.98,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/fancy/ee5f7637-3c75-4e6f-bf5f-3fa27b576657.jpg,https://www.temu.com/search_result.html?search_key=606888792025445&search_method=user,911.csv,9
79,1.0024623346754762,607029116654230,"10pcs 1.5oz Hexagonal Glass Jars for Honey, Peanut Butter, and Jam",9.95,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/6d776f56-7ea2-11f1-8f2a-0a580aad1037.jpg,https://www.temu.com/search_result.html?search_key=607029116654230&search_method=user,910.csv,20
80,0.9995693145332162,607202324660677,"2D平面图案贴花,圣诞窗贴纸，窗花，玻璃贴画 窗户门窗装饰贴纸可爱大眼鸵鸟圣诞鹿角围巾静电膜防水贴纸，可重复使用双面可见|可移除的PVC节日防水贴纸，圣诞节玻璃窗户装饰贴纸 双面打印-浴室家居玻璃贴膜",1.28,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/d79d78ec62404782ba5f6529e50209a7-goods.jpeg,https://www.temu.com/search_result.html?search_key=607202324660677&search_method=user,911.csv,0
81,0.999179647580058,607382713295323,单向窗膜隐私膜，家用遮阳膜，反光镜面，遮阳隔热控制，可视外不见内，办公室门窗覆盖，黑色银色,3.56,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/88da3061-0cbd-440b-97c4-804b6e726933.jpg,https://www.temu.com/search_result.html?search_key=607382713295323&search_method=user,910.csv,0
82,0.999105030550448,601104421531984,2D平面艺术品，2D平面艺术品，2D平面设计艺术品，三部分哥特浪漫帆布，描绘骷髅情侣 - 黑白解剖心脏和骷髅手势海报,41.03,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/30f4721d02d243d88ee85a49f4518c47-goods.jpeg,https://www.temu.com/search_result.html?search_key=601104421531984&search_method=user,909.xlsx,0
83,0.9975126247632518,601103679072024,"1PC 可爱豹纹幼崽丛林深处图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",12.8,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/7774574a282e40109d5e5fc51216444d-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103679072024&search_method=user,910.csv,2
84,0.9915549833536355,607583704310152,50/100个迷你木制船形托盘：3.27英寸，手工制作，纯木船形盘，迷你时尚餐具，派个托盘，适用于开胃菜、点心和寿司 - 多功能餐具，适用于餐饮派个和户外用餐,3.37,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/8a783102-3446-48e8-a39b-2440bc7d7582.jpg,https://www.temu.com/search_result.html?search_key=607583704310152&search_method=user,909.xlsx,38
85,0.9915090867055933,605911636617335,"3件套床垫防护套,1件床笠+2个枕套（无填充物）2D Flat Priting,足球运动,抽象风格,运动风,四季通用,可机洗,家居必备",14.95,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/7be3841e6d064bbc8b203cfde8ea1712-goods.jpeg,https://www.temu.com/search_result.html?search_key=605911636617335&search_method=user,909.xlsx,11
86,0.991126785694387,606684915321393,E 型创意墙面搁板，精致紧凑型悬浮展示架，竖向壁挂收纳台，简约挂墙储物板，艺术风墙面陈列架，契合欧洲小户型家装审美。精致紧凑 E 型三层结构，哑光抗黄饰面，表面顺滑一擦即净，安装牢固承重稳定，不占用地面空间,3.92,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/open/626160e9a488407ab6d9694101708bde-goods.jpeg,https://www.temu.com/search_result.html?search_key=606684915321393&search_method=user,910.csv,148
87,0.9911179739615333,606549372162674,1PC 2D flat printing蓝白波浪纹现代简约风华夫格沙发巾，四季通用沙发垫一体式沙发套带流苏，沙发保护罩，适用于单人至四人座沙发,23.39,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/2123a62c90/b571eb2a-cab5-4450-a709-1f71e125283e_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=606549372162674&search_method=user,910.csv,11
88,0.9911083308349198,606854432288245,假山葫芦香插,1.54,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/f9413150-1c9f-4682-a55e-3d82a6d841cf.jpg,https://www.temu.com/search_result.html?search_key=606854432288245&search_method=user,911.csv,0
89,0.9867923014802843,601103687481098,"1PC 猫咪馋嘴吃寿司美味佳肴图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",12.08,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/120b542be83c463e9c34df05858f47a7-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103687481098&search_method=user,910.csv,2
90,0.9847364851830847,606702497838268,2D 平面宝石装饰金钱蟾塑料装饰品 - 旋转 2D 平面设计，用于财富和繁荣，闪亮的金光宝石青蛙，带有黄金硬币，非常适合家庭或办公室装饰，新年庆祝活动或风水，办公室装饰 | 生动的装饰 | 装饰品,0.98,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/34e3e0004914489aa7ac09d97399c54e-goods.jpeg,https://www.temu.com/search_result.html?search_key=606702497838268&search_method=user,909.xlsx,39
91,0.9809107751689058,601103760034090,"1PC 水彩雄鹰展翅翱翔图画图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",10.53,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/a6693febb8e2475582c2e34ab5706b52-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103760034090&search_method=user,910.csv,6
92,0.9784057812597343,601103679795778,"1PC 毛茸茸水豚喝咖啡享受图案的床笠，独立的一件深口袋床笠、全包围床单、QUEEN,KING,SINGLE适合卧室、双人加大，床上用品，四季通用、装饰 可机洗聚酯纤维床笠 圣诞节、情人节、万圣节等节日礼物的理想选择",14.11,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/9a7d1f479d1f4432bbf84d25e74a1dd8-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103679795778&search_method=user,910.csv,6
93,0.9758263483153659,606159939452228,6件套圆形陶瓷杯垫，可爱地道犬主题，防滑吸水杯垫，适用于咖啡桌，节日装饰和家居艺术礼品，可手洗桌面保护垫，10.01厘米,15.99,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/961b4756df004bc5bdc300bbc6b2dc0a-goods.jpeg,https://www.temu.com/search_result.html?search_key=606159939452228&search_method=user,909.xlsx,0
94,0.9753657409832204,607521762868658,2个手动气球泵，颜色随机，适用于各种节日，如婚礼、生日、新年、派个、万圣节、感恩节等，圣诞节也适用,1.4,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/a1d5585bb83f433186ba28b1cded6924-goods.jpeg,https://www.temu.com/search_result.html?search_key=607521762868658&search_method=user,910.csv,1
95,0.9747585368099758,606732025697563,2PCS 大型洗衣收纳袋，可折叠储物箱，带个拉链和手柄，适用于搬家、旅行、床下收纳，以及存放毯子和床上用品,6.95,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/ce55a84abadd470d838501236dcbeac9-goods.jpeg,https://www.temu.com/search_result.html?search_key=606732025697563&search_method=user,911.csv,7
96,0.9735765196845081,606142776348376,三件套床上用品，采用动漫魔法少女梦幻设计，包括一个床笠和两个枕套，不含内芯。它具有节日主题和可爱的美学感，提供柔软透气的床垫保护罩。,19.85,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/4ae07c9631d448bc9b96acdd64c7b9ac-goods.jpeg,https://www.temu.com/search_result.html?search_key=606142776348376&search_method=user,910.csv,1
97,0.9713398954096659,607501898605260,可爱知更鸟静电窗贴，无胶可反复使用，三层印刷 PVC 静电贴 双面可视，家装柜门玻璃窗户装饰贴纸,0.57,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/6231f281-1092-4846-aac6-80c36e2e184d.jpg,https://www.temu.com/search_result.html?search_key=607501898605260&search_method=user,910.csv,0
98,0.9701018650601932,607367144038634,多层悬挂式衣柜收纳挂袋，可直接挂放于衣橱内部，分层储物空间可以收纳鞋子、衣物配饰、零散杂物，充分利用垂直空间，节省衣柜台面位置，居家衣橱整理收纳挂件，分类摆放物品方便查找取用,5.12,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/c3a6a784f4ef43dd9af2e97b2abf1556-goods.jpeg,https://www.temu.com/search_result.html?search_key=607367144038634&search_method=user,911.csv,1
99,0.9695292975110604,606997776834131,"99pcs Disposable Plastic Aprons Suitable for Kitchen Use, Home Tasks, Painting, Hair Styling, And Crafts. They Are Lightweight And Durable, Perfect for Dishwashing, Art Projects, And Various Household Chores",32.39,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/d2a29f004ba34212a860730ad254dec1-goods.jpeg,https://www.temu.com/search_result.html?search_key=606997776834131&search_method=user,909.xlsx,1
100,0.9694373442875921,606712698403198,2D平面，1件2D平面木制复古WiFi网络标志牌 - 无需电源无线路由器密码牌，仿古棕色牌匾，适合家庭办公室咖啡馆装饰 - 乔迁或母亲节礼物，密码提醒牌,0.9,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/ec801e9e5ae846dca7072b0f2a9e3a70-goods.jpeg,https://www.temu.com/search_result.html?search_key=606712698403198&search_method=user,910.csv,37
101,0.9693967202240428,607169038671450,三层窄间隙储物推车，浴室和厨房用滑动置物架，5.91英寸超窄塑料移动收纳架，小空间卫生间储物架，冰箱缝隙调味品和零食收纳架，落地置物架,14.68,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/1be6fa47-fbaa-45e9-96db-65cf286bc9c2.jpg,https://www.temu.com/search_result.html?search_key=607169038671450&search_method=user,910.csv,0
102,0.9687298916266122,606341066269983,"1pc, Watercolor Bouquet Large Capacity Foldable Shopping Bag Reusable, Suitable for Storage, It Is The Perfect Choice for Essential Items in The School Season",3.96,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/2123a63738/e81981b6-549a-40b8-8c37-658a24529fb9_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=606341066269983&search_method=user,911.csv,1
103,0.9686882760212915,607474719536121,"4件日式木制餐具套装 ，手工制作的木勺子和筷子，木制勺子，长柄勺子，木筷子，可重复使用的餐具，23.5cm/9.25英寸,用于饮食、烹饪和搅拌 - 高品质厨房必需品",3.88,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/6f133823-d7a7-49c7-b6cc-1fa1ce95a83d.jpg,https://www.temu.com/search_result.html?search_key=607474719536121&search_method=user,911.csv,0
104,0.9650171819517408,606537561033097,2D平面画，1幅装 简约柔和花卉三联画海报 - 竖版无框植物墙饰，适用于客厅、卧室、厨房装饰，柔和色调适合宿舍、咖啡馆，高品质帆布印刷复古现代装饰礼品，2D平面画,2.52,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/6b07b64c-85a2-4e79-bbca-d5f960eb2532.jpg,https://www.temu.com/search_result.html?search_key=606537561033097&search_method=user,909.xlsx,0
105,0.9640958426278381,606030956199168,"32pcs Green and Brown Latex Balloons, 25.4cm with Brown Black Dark Lime Green Latex Patry Balloons, for Video Game Theme Patry, Bridal Shower, Jungle Theme Birthday Party, Anniversary, Engagement, Festival Decorations, Holiday Party Decorations",3.3,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/2b3fc4de-2e70-49d7-95a7-f1da739f3f95.jpg,https://www.temu.com/search_result.html?search_key=606030956199168&search_method=user,909.xlsx,0
106,0.9638677242769619,606808395609050,（开通）1PC 三边波浪压边魔术贴遮光窗帘一片装 免打孔自粘卧室飘窗简约家用遮光帘 免打孔魔术贴布艺窗帘单片 三边压花波浪边设计出租屋阳台隐私遮光窗帘,8.46,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/ff8b0ba8afc9446088b28aa7b82d10e7-goods.jpeg,https://www.temu.com/search_result.html?search_key=606808395609050&search_method=user,910.csv,2
107,0.9638184460864939,605910294460922,"3件套床垫防护套,1件床笠+2个枕套（无填充物）2D Flat Priting,粉色猫咪花卉主题,浪漫艺术风格,情人节,可爱,四季皆宜,可机洗,居家、宿舍、主卧、客房可用",15.38,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/b5b5c8d3471847888758d55b0759c928-goods.jpeg,https://www.temu.com/search_result.html?search_key=605910294460922&search_method=user,909.xlsx,45
108,0.9626083066227709,606406027636758,1个 2D平面乌拉圭耐用圆形冰箱贴，适用于粘贴在冰箱、白板、工艺品、照片、贴纸、明信片、工具、厨房装饰等物品上，2D平面,1.84,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/b752f8f4e51b44f6acfbc30da7199ffb-goods.jpeg,https://www.temu.com/search_result.html?search_key=606406027636758&search_method=user,911.csv,9
109,0.9594533161252795,605602063479673,1个钓鱼主题磁性冰箱贴，适用于家庭、橱柜、洗碗机和黑板——垂钓者抛竿与跃河之鱼、飞溅水花及森林树木线条——亚克力圆形磁贴装饰，冰箱用，2D平面款,2.48,家居厨房用品,厨房用品,https://img.kwcdn.com/product/217a7c191a/0c33f48c-5b5e-4663-82de-649db4716d3f_800x800.jpeg,https://www.temu.com/search_result.html?search_key=605602063479673&search_method=user,911.csv,1
110,0.9550820959124676,606860337864774,1PC萌趣松鼠和松果丰收窗户贴画，可爱秋季松鼠互动偷看趣味秋季贴纸，玻璃窗户镜面专用秋季动物装饰，浴室镜子，房间阳台，公寓橱窗，秋季幽默欢乐装饰,0.87,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/algo_check/auto/34497624b4b267d0d6d875339d3b823a_1787727000299.jpg,https://www.temu.com/search_result.html?search_key=606860337864774&search_method=user,910.csv,0
111,0.9541928726955168,607393048061572,2D平面画作，1件现代简约抽象竖版无框帆布画——竖版墙壁艺术，色彩鲜艳，适用于客厅、厨房、浴室、办公室/装饰，春夏装饰，悬挂画作，2D平面,2.97,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/21f0660320/1496a200-8ecf-4c51-8b91-fe244c42e48c_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607393048061572&search_method=user,911.csv,0
112,0.9520626854127946,606280936709273,二维平面，1件装 无框或带框墙壁艺术海报与印刷品，可个性化定制情侣姓名帆布海报，定制文字照片与艺术帆布印刷品，可定制宠物与家庭肖像，适用于夫妻姓名更改，婚礼理想赠礼，二维平面,4.28,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/79fca9e78fd44d5fba033582f940e9d1-goods.jpeg,https://www.temu.com/search_result.html?search_key=606280936709273&search_method=user,911.csv,1
113,0.9500020182826886,607318825651863,Seoontu 2PCS 重型真空收纳袋，无需泵压，节省空间，带按压密封，新款立方体可重复使用节省空间压缩袋 大号真空密封袋 超大容量3D卷口真空袋 无需气泵密封袋 适用于超大衣物、床品、被褥、毛毯、旅行、搬家和储物,3.04,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/a9394f0b690247e893f0c60cf0b06e3d-goods.jpeg,https://www.temu.com/search_result.html?search_key=607318825651863&search_method=user,910.csv,6
114,0.9495289514730673,607538003211163,45片装玫瑰香氛袋 | 红色花卉图案，耐用塑料空气清新剂，适用于衣柜、抽屉、包袋、鞋履 | 家居装饰香氛，优雅设计，持久留香,1.06,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/6948ce79a80042d3a12e6afd877859ac-goods.jpeg,https://www.temu.com/search_result.html?search_key=607538003211163&search_method=user,910.csv,44
115,0.9494364352153544,606708134962807,"双人充气沙发家用充气懒人沙发，轻便易便携可折叠充气躺椅，客厅公寓宿舍休闲座椅，加厚 PVC 耐磨材质快速充放气，居家休息、派对待客临时坐具，租房小户型省空间休闲家具, 舒适回弹，适合居家放松观影会客, 重量轻收纳不占地方, 户外旅游外出游玩方便携带， 方便折叠",26.15,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/5525b1fa62ce41bc861f15ae9fadb511-goods.jpeg,https://www.temu.com/search_result.html?search_key=606708134962807&search_method=user,911.csv,0
116,0.9484162587918336,607550351183694,数字红外测温枪，-50°C至550°C（-58°F至1022°F），高精度非接触式测温枪，12:1比率，可调发射率，激光瞄准，适用于烹饪、烧烤、披萨烤箱、肉类、发动机及工业用途,9.73,家居厨房用品,酿酒用具,https://img.kwcdn.com/product/open/34a7cbb210ca4a67856ca7dcf7d61cfe-goods.jpeg,https://www.temu.com/search_result.html?search_key=607550351183694&search_method=user,909.xlsx,0
117,0.946151839798614,606615390548214,二维平面、海报与印刷品、二维平面、三件套墙壁艺术、分割画布、艺术品印刷品、海报印刷套装、奶油中性色、抽象、浴室、公寓、沙发、墙壁挂饰、家居装饰、无框画布、平面画布艺术、客厅三联画墙壁艺术、斯堪的纳维亚墙壁装饰、二维平面,42.57,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/158121d400864863a94dd8210099215d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606615390548214&search_method=user,909.xlsx,0
118,0.9440721378933821,606854432311877,3pcs圣诞透明球 空心塑料可填充装饰球 圣诞树悬挂装饰品 家居派个礼品盒装饰,3.5,家居厨房用品,节日饰品,https://img.kwcdn.com/product/open/8215d06811c546aab41886f9c55ef14b-goods.jpeg,https://www.temu.com/search_result.html?search_key=606854432311877&search_method=user,910.csv,3
119,0.9434197122429888,606409181766977,"2件, 单面印花, 2D平面，多种尺寸可选抱枕套，蓝调庄园风，抱枕套， 户外露台沙发靠垫套，Non-real embroidery 单面印花、不含枕芯，适配沙发、客厅、卧室、飘窗、阳台、地毯、地板 、宿舍、办公室、汽车座椅、高铁飞机、露营野餐、户外、草坪、拍照装饰、礼物节日等场景布置",3.4,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/51aa2e5a4f684163b099b2309d80ec84-goods.jpeg,https://www.temu.com/search_result.html?search_key=606409181766977&search_method=user,911.csv,3
120,0.942862827654291,601102538169611,3 件套家庭名言墙艺术套装，装饰艺术现代经典风格海报，纯色图案搭配金色大理石触感，字母主题帆布印刷品，适用于家庭办公室、客厅、卧室、有框室内装饰艺术品,33.78,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/17514cf3-247a-4041-bb46-e5d9ec4ebdfc.jpg,https://www.temu.com/search_result.html?search_key=601102538169611&search_method=user,909.xlsx,6
121,0.9423904932394328,607183534150400,二维平面个性化定制海报，可定制姓名/文字/日期/照片 - 环绕式木质画框，适用于出生星盘、婚礼、装饰 - 定制狐狸星辰出生详情印刷品 - 帆布墙壁艺术，情人节礼物，二维平面,6.62,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/788303b9fe764471b27a9e8fbd6632db-goods.jpeg,https://www.temu.com/search_result.html?search_key=607183534150400&search_method=user,911.csv,0
122,0.9419771250367979,607674972404322,"感恩节丰收南瓜枫叶窗贴 客厅节日窗户装饰无胶自粘窗贴, 家居墙贴, 家居装饰品窗贴 可移除自粘贴, 节日表面装饰, 季节性粘合艺术, 节日贴纸, 装饰艺术风格, 装饰艺术窗贴，PVC材质，自粘贴纸，适用于春季，夏季，等节日装饰贴",2.98,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/0d545c1aec6c448abb372aa3537e2489-goods.jpeg,https://www.temu.com/search_result.html?search_key=607674972404322&search_method=user,910.csv,8
123,0.938913938593529,606664379967955,8条黑金撞色亮面丝带，派个背景装饰流苏，毕业典礼生日宴会舞台装饰背景丝带，节日氛围装饰道具,10.12,家居厨房用品,节日饰品,https://img.kwcdn.com/product/21140d62aa8/35cfb2a3-a79c-4ffe-a570-5c0cb02ad944_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606664379967955&search_method=user,910.csv,0
124,0.9382017951266307,607056429943589,二维平面，1件装大型现代抽象木质面具 - 无框帆布画，适用于卧室装饰，色彩鲜艳的面具印花，简约当代设计，适用于办公室、浴室装饰，二维平面,12.98,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/21f0662530/04e379b1-efa6-4958-9591-3883eccce53e_800x800.jpeg,https://www.temu.com/search_result.html?search_key=607056429943589&search_method=user,909.xlsx,0
125,0.9374523358703699,607679066007889,大号毛毡楼梯手提收纳篮，家用储物收纳篮，带手柄可折叠的楼梯收纳篮，适用于家庭和办公室装饰的楼梯踏步收纳篮，充分利用楼梯上未使用的空间,6.21,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/fancy/44de8e87-be92-4d8b-9cdd-e4acbd446ea3.jpg,https://www.temu.com/search_result.html?search_key=607679066007889&search_method=user,909.xlsx,0
126,0.9365953724359527,607323523225519,"Personalized Carving of Your Words, 304 Stainless Steel Square Spoon, Internet Famous Ice Cream Spoon, Fruit Fork, Coffee Mixing Spoon, Dessert Fork Spoon, Personalized Small Fork Spoon Set",5.75,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/0cb3f890-90c9-11f1-8f2a-0a580aad1037.jpg,https://www.temu.com/search_result.html?search_key=607323523225519&search_method=user,911.csv,0
127,0.9364615921639086,606605324213389,针织纹理蝙蝠桌面雕塑，3D打印哑光黑钩针风格蝙蝠雕像，带有精致的翅膀与耳朵纹理，哥特暗黑美学风格，适用于书架、书桌及季节性万圣节室内装饰摆件,1.74,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/f66a0d42bfcf4077a9c47c556aaa7c5d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605324213389&search_method=user,911.csv,0
128,0.9338268030146969,605945593721824,1PC 2D flat printing清新淡雅黄白小花枝叶植物图案华夫格沙发巾，全盖式沙发盖套，带流苏，沙发防尘盖毯，四季通用,28.71,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/21140d63720/559d3b4f-bb3e-4762-aefb-e5855ee1b991_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=605945593721824&search_method=user,909.xlsx,39
