排名,预测分,商品ID,标题,美元价格,一级类目,二级类目,主图URL,商品链接,source,真实总销量
69,1.1221294064233782,607348554874120,2D万圣节风格厨房装饰，多功能烤箱防护帘，秋日森林三女巫图案，配白色荷叶边和缎带束口顶饰，适用于家庭厨房炉灶罩及围裙,8.74,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/d8b50237fc8e46a881e4e1965b3286dc-goods.jpeg,https://www.temu.com/search_result.html?search_key=607348554874120&search_method=user,913.csv,4
70,1.1158385117353282,606733099474834,6件2寸黑色 4D 镜面铝膜气球套装 带长款流苏飘带 生日派个聚会场景布置装饰用品,4.16,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/0ff25e1cf5df4103a862ab8149171e13-goods.jpeg,https://www.temu.com/search_result.html?search_key=606733099474834&search_method=user,912.csv,0
71,1.1119682035796141,606625456829271,4件套波西米亚风婚礼桌饰桌旗，适用于婚礼、生日、迎婴派对等场合的波西米亚风桌饰桌布,9.79,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/1a1b3052-3d30-4f8d-9bcc-922f010e48ff.jpg,https://www.temu.com/search_result.html?search_key=606625456829271&search_method=user,911.csv,0
72,1.1111849554045503,606005068951718,3件套纹身复古波西米亚风床笠套装（1件床笠+2个枕套，无芯），万圣节设计，鲜艳图案床上用品系列，柔软透气床垫保护罩,20.01,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/d5480c916a884100b613e45d9d84a5df-goods.jpeg,https://www.temu.com/search_result.html?search_key=606005068951718&search_method=user,912.csv,2
73,1.1077075802051608,601105668499679,2D平面 - 2D平面 - 2D平面 - 2D平面 - 2D平面横幅，特色是复活节兔子和寻蛋背景 - 8X6英尺涤纶面料墙布，带有一个可爱的兔子拿着胡萝卜，非常适合装饰客厅、卧室、办公室,11.1,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/2f7a3711927f4b7b9ba169c8a8c44880-goods.jpeg,https://www.temu.com/search_result.html?search_key=601105668499679&search_method=user,911.csv,0
74,1.1019494919368102,607439487371537,2/3件套 2D平面印花床笠，可爱动物风格，野外探险主题床上用品，蓝米配色，卡通狮子长颈鹿斑马犀牛印花，婴儿房卧室装饰（含1个床笠+1/2个枕套，不含枕芯），2D平面印花,15.86,家居厨房用品,床上用品,https://img.kwcdn.com/product/21f0662f80/b71b6f8f-6ce5-4ada-8a40-c433238e4127_1500x1500.jpeg,https://www.temu.com/search_result.html?search_key=607439487371537&search_method=user,911.csv,1
75,1.1002609325497146,606842621124993,"1pc秋日南瓜枫叶主题舒适爱心法兰绒毯 - 柔软, 轻盈且保暖, 适合所有季节 - 完美适用于床上, 沙发, 办公室, 露营和旅行 - 多功能礼物创意, 床毯, 沙发毯, 情侣毯,",9.52,家居厨房用品,毯子,https://img.kwcdn.com/product/open/57acb086c004432fa77f99ab3ee08b09-goods.jpeg,https://www.temu.com/search_result.html?search_key=606842621124993&search_method=user,910.csv,2
76,1.100215563429333,607514917703960,24件豹纹装饰套装，豹纹心形气球，金色黑色，豹纹三角横幅，18英寸猎豹图案，铝箔气球，动物印花装饰，适用于生日、婚礼、新娘送礼会、订婚、单身派对、周年纪念、情人节等场合。,5.7,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/8e85ad01-92df-4e2f-874e-e604b60d852a.jpg,https://www.temu.com/search_result.html?search_key=607514917703960&search_method=user,912.csv,2
77,1.0998938202157953,601103942982061,2D桌旗1件，丹麦风情设计元素长方形桌旗，聚酯材质，适用于餐桌、咖啡桌、家庭派对装饰，厨房、派对、节日的鲜艳文化装饰,3.16,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/20150c22617/1a9f46b5-b9b3-41c4-ab3b-572c6c3ccffb_1024x1024.jpeg,https://www.temu.com/search_result.html?search_key=601103942982061&search_method=user,910.csv,4
78,1.0993538781883454,607019520101199,【麻花芝华士】1件波西米亚风格麻花辫图案设计毛绒单人单座防滑沙发套 ，松紧带固定防滑，毛绒加厚秋冬保暖舒适，可清洗的扶手椅保护套，适用于客厅、卧室、办公室 - 现代与传统家居装饰 - 兼容单人沙发,18.28,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/8ffd7c66-192c-4798-956b-5ea77d891475.jpg,https://www.temu.com/search_result.html?search_key=607019520101199&search_method=user,911.csv,0
79,1.098510779465263,607585650444766,节日拍照背景，室内外可重复使用氦气派对装饰及活动中心装饰，生日气球装饰套装，动物造型气球，气球装饰品，气球支架，庆典气球，节日装饰，高品质铝膜材质，耐用派对用品，派对背景气球，毕业派对，适用于圣诞节、新年、情人节及各类派对活动,2.1,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/22cf5f5c-e19e-4c72-a047-b21f29b61a82.jpg,https://www.temu.com/search_result.html?search_key=607585650444766&search_method=user,912.csv,0
80,1.0965833724196825,601103011808373,一幅肌肉男士的裸体画，感性同性艺术品，尺寸19X27英寸，防水帆布制成。非常适合装饰客厅、卧室、酒吧或健身房墙壁，作为一件大型2D墙艺术品，非常适合房间装饰，使用海报和印刷品。,7.38,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/5fa9c99cdabe435eb0049a7b1d006767-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103011808373&search_method=user,909.xlsx,1
81,1.0962287386403788,607340166228388,"29pcs Gingerbread for Man Roostertail Picks, Fancy Toothpicks for Appetizers, Bamboo Roostertail Sticks Skewers for Drinks, Desserts, Charcuterie, Charcuterie Boards Accessories, Party Supplies",2.5,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/open/6c943bc5b32b4cb0bffdd21eb4ddd0a7-goods.jpeg,https://www.temu.com/search_result.html?search_key=607340166228388&search_method=user,912.csv,0
82,1.0951268618021088,606739743248910,1幅装框竖式亚洲风/装饰艺术卷轴画 - 塑料画框带挂钩，竖版适用于房间/卧室/墙面装饰 - 水墨帆布海报，现代艺术画作，竖挂装饰品,5.94,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/open/67c6bc58d5e34f55b680e5b4f88f1a01-goods.jpeg,https://www.temu.com/search_result.html?search_key=606739743248910&search_method=user,912.csv,0
83,1.0912171638470338,601105724915124,1PC 复古法式四色线条格子印花磨毛羽绒被被套（无填充物和枕套）,9.04,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/e8a817b8-70f2-435d-8aba-5995e5e1c5d9.jpg,https://www.temu.com/search_result.html?search_key=601105724915124&search_method=user,912.csv,11
84,1.0911085399503408,607141926689138,户外露营懒人座椅便携易收纳多功能带扶手充气沙发｜ 耐磨抗撕裂 快速充气放气 沙滩野餐公园午休神器便携充气沙发懒人款，家用客厅午休躺 大容量高弹性 户外休闲家居两用,24.65,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/97251fd1766b4c699f80db9183b334d0-goods.jpeg,https://www.temu.com/search_result.html?search_key=607141926689138&search_method=user,913.csv,0
85,1.0910366781092653,607268628219323,1卷装玻璃贴膜21条纹玻璃贴纸静电吸附防窥膜加厚24丝静电pvc,3.98,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/8a665ab3-0018-483c-a458-d623c6e7752f.jpg,https://www.temu.com/search_result.html?search_key=607268628219323&search_method=user,912.csv,1
86,1.0908991340607463,607129444408373,（开通jit）1PC 波浪花边竖纹魔术贴纱帘一片装 客厅落地窗柔光半透家用自粘窗纱 温柔奶油风魔术贴纱帘单片 民宿书房柔和滤光免钉家用装饰薄纱,9.76,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/884280a198f746d398e39e36fb578605-goods.jpeg,https://www.temu.com/search_result.html?search_key=607129444408373&search_method=user,910.csv,7
87,1.0899754482782142,607534110845350,单向透视银色窗户贴膜，自粘式窗膜附带安装刮板，隔热遮阳，外视内隐，家用玻璃贴膜，可选尺寸：29.53×236.22英寸、29.53×275.59英寸、29.53×314.96英寸、29.53×354.33英寸,25.45,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/88fc0fb6-d914-43d1-9e5c-bfde9460e641.jpg,https://www.temu.com/search_result.html?search_key=607534110845350&search_method=user,913.csv,3
88,1.0899377673451138,601103946195399,2D桌旗1件，埃及文化壁画展示长方形桌旗，聚酯材质，适用于餐桌、咖啡桌、家庭派对装饰，厨房、派对、节日的鲜艳文化装饰,4.37,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/20150c22617/2671baad-c479-47c5-a9c6-8e1fba6bc777_1024x1024.jpeg,https://www.temu.com/search_result.html?search_key=601103946195399&search_method=user,910.csv,3
89,1.088173249322668,605547118050743,爱心女孩床笠套装（3件套），包含1个床笠 + 2个枕套，无芯，情人节主题，浪漫床上用品系列，柔软透气床垫保护罩,22.92,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/418e28b0e99949079781c4a25027d48b-goods.jpeg,https://www.temu.com/search_result.html?search_key=605547118050743&search_method=user,912.csv,1
90,1.087107561817183,606280483726917,3件套K-POP音乐心形手绘床笠套装（含1床笠+2枕套，无芯），音乐爱好者主题，多彩床品，柔软透气床垫保护罩,19.77,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/253f05b1f82c4a6fad4752effab0c10d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606280483726917&search_method=user,913.csv,2
91,1.0859545451168102,606664379970856,1pc高级硅胶厨房水槽肥皂盘,1.24,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/open/2024-09-11/1726071046067-72abb153f6ab4eadb5c26f6ef9348d0c-goods.jpeg,https://www.temu.com/search_result.html?search_key=606664379970856&search_method=user,913.csv,1
92,1.0829422078537028,607197694127609,【】1pc枕套，2D平面印刷羽毛闪光青金色抱枕套，柔软舒适的聚酯短绒面料，单面印花，（不包含抱枕芯）多尺寸选择：18*18英寸16*16英寸，机洗，拉链闭合，织物聚酯装饰靠垫套，用于家居，沙发，卧室和办公室装饰,4.67,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/fancy/307200ef-f5c0-4dba-9696-4a7d94d95886.jpg,https://www.temu.com/search_result.html?search_key=607197694127609&search_method=user,909.xlsx,13
93,1.0828811703103345,607257085446065,1 pc秋日枫叶裙摆芭蕾女孩静电窗贴，免胶可移除不留残胶，秋收落叶主题玻璃窗贴，客厅橱窗秋季氛围感装饰贴纸,1.7,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/21cd3bed3ee34fb7b21c083f178e4b77-goods.jpeg,https://www.temu.com/search_result.html?search_key=607257085446065&search_method=user,911.csv,9
94,1.0821181694292032,607485993819152,2D平面 - 2D平面 - 2D农舍风格，厨房电器罩，多功能烤箱保护帘，黑色背景上优雅白色花卉印花，带褶边和系带，耐用面料，带装饰蝴蝶结细节,8.28,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/algo_check/auto/1b0e2e02edcfe22b957b914636be751f_1785054164199.jpg,https://www.temu.com/search_result.html?search_key=607485993819152&search_method=user,913.csv,1
95,1.0816338876781766,605650650268202,"1pc,Retro Skull Print Large Capacity Foldable Shopping BagReusable, Suitable for Storage, It Is the Perfect Choice for Essential Items in the School Season",4.59,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/2123a639a4/774e5364-1a14-4a84-ae69-0262e0888c53_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=605650650268202&search_method=user,911.csv,3
96,1.0815029591161918,606111084163316,【】2D Flat Banner 1件 桌旗，带有蓝色水彩泼墨及金色“Happy Birthday”设计，主题派对装饰，适用于餐桌、咖啡桌、家庭聚会、节日装饰，耐用聚酯。,1.95,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/21137b27a0c/27036cef-a040-432f-9875-34b3d88f6e6f_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=606111084163316&search_method=user,909.xlsx,25
97,1.0789637491178514,606598546176774,1个腊肠犬纸巾盒架，带可爱香肠狗造型——萌趣腊肠犬主题厨房用品，适用于家庭、车载、桌面，为腊肠犬爱好者设计的收纳盒，装饰性卷纸巾架,4.36,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/fancy/9f3c6746-3c24-48de-9f9e-aecb5036026c.jpg,https://www.temu.com/search_result.html?search_key=606598546176774&search_method=user,910.csv,0
98,1.0783800643418775,607140584484352,"Christmas, Halloween, Thanksgiving 100pcs Burgundy Latex Balloons 12.7cm Suitable for Birthday Party Balloons Shower Back to School Season Holiday Background Bridal Shower Wedding Valentine's Day Mother's Day Father's Day Graduation Ceremony Annive",5.08,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/e5ecfd409146451695e310d73e60b237-goods.jpeg,https://www.temu.com/search_result.html?search_key=607140584484352&search_method=user,911.csv,13
99,1.078258164731823,607589677011023,Multi-tier Wooden Cake Stand,15.91,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/fancy/09b93d8a-fb6d-4343-b151-595a55ee6e18.jpg,https://www.temu.com/search_result.html?search_key=607589677011023&search_method=user,911.csv,2
100,1.0781742099085707,607493308692963,2件装多项颜色可选大型洗衣篮，带可折叠洗衣袋，独立高架，折叠式洗衣箱，高品质适用于卧室、浴室、大学宿舍储物、衣柜整理与洗衣（节省空间设计）,12.13,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/fancy/5ca7c7ba-c52e-486f-a53c-1a20e20fda89.jpg,https://www.temu.com/search_result.html?search_key=607493308692963&search_method=user,913.csv,0
101,1.0772030493071099,607544445651336,1个向日葵主题的方形亚克力冰箱磁铁，耐用且完美适用于冰箱、白板、手工艺、照片、贴纸、明信片、工具、厨房用品，适合作为女友的礼物和节日赠品，具有吸引人的设计。,1.38,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/15111ffb92984e0c9533932b28907c18-goods.jpeg,https://www.temu.com/search_result.html?search_key=607544445651336&search_method=user,911.csv,0
102,1.0742467319143059,606516086158760,"1pc,Dark Blue Floral Pattern Reusable Large Capacity Foldable Shopping BagReusable, Suitable for Storage, It Is the Perfect Choice for Essential Items in the School Season",4.04,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/2123a66998/62a247a5-cf66-40d1-a503-cf5f7c22565a_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=606516086158760&search_method=user,911.csv,8
103,1.06847435443138,607027036322834,"Window Privacy Film for Rainbow Glass, Frosted 3D Grooved Glass Window Adhesive Film, Adhesive Vinyl Decorative Door Sticker, Suitable for Bathroom and Home Sun Protection, 44.5 X 199.9cm, Translucent",2.88,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/fancy/b891459b-f0b2-4133-8dc6-a805f7c65129.jpg,https://www.temu.com/search_result.html?search_key=607027036322834&search_method=user,910.csv,4
104,1.068328747893758,601103719713257,"2D Flat, 2D Flat - 2D Flat, 2D Flat - Design for a 90Th Birthday Banner Featuring Blue And Silvery Balloons - a Decorative Pattern for Outdoor Lawns And Wall Decor, Suitable for Festive Indoor And Outdoor Party Supplies",13.21,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/6bb05431f80a46d8a4040fdb6aa5b2aa-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103719713257&search_method=user,912.csv,14
105,1.0670521285387506,605811795409510,3件套明星团体朋友床笠套装，包括1个床笠和2个枕套，采用庆典主题设计，包含流行文化元素，柔软透气床垫保护罩,22.7,家居厨房用品,床上用品,https://img.kwcdn.com/product/open/76622f67f08f4a6b8e61141505c94dc6-goods.jpeg,https://www.temu.com/search_result.html?search_key=605811795409510&search_method=user,911.csv,2
106,1.0664610687749825,606649213411236,2/3件套 2D平面印花床笠，优雅皇家风格，公主主题床上用品，粉色，皇冠和玫瑰印花，带有“公主”字样，用于卧室装饰（1件床笠和1/2个枕套，不含芯）,15.79,家居厨房用品,床上用品,https://img.kwcdn.com/product/21f0662f80/d437c679-1aa1-4b6f-8197-47158122c375_1500x1500.jpeg,https://www.temu.com/search_result.html?search_key=606649213411236&search_method=user,911.csv,1
107,1.064897388996493,606888792025445,"1pc Multi-Grid Wooden Drainage Rack, Bowl And Dish Rack, Kitchen Storage Rack, Storage Rack, Teacup Wooden Rack",2.98,家居厨房用品,厨房收纳,https://img.kwcdn.com/product/fancy/ee5f7637-3c75-4e6f-bf5f-3fa27b576657.jpg,https://www.temu.com/search_result.html?search_key=606888792025445&search_method=user,911.csv,9
108,1.0631499260678388,607504046117765,"1pc Supermarket Shelf Moving Storage Rack with Wheels, Multi-Layer Storage Shelf, Store Warehouse Shelf with Lockable Swivel Wheels",74.97,家居厨房用品,食品服务设备,https://img.kwcdn.com/product/open/f02c005e57df4f4cbd47f10778a8a928-goods.jpeg,https://www.temu.com/search_result.html?search_key=607504046117765&search_method=user,910.csv,0
109,1.0624513407954597,606754574320042,50个14厘米一次性木勺，迷你木制甜点勺，甜点勺，品尝勺，适合派个、聚会、节日、婚礼,2.86,家居厨房用品,餐厅用品,https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/1586607c-a44a-11f1-8f52-0a580aa3ffa6.jpg,https://www.temu.com/search_result.html?search_key=606754574320042&search_method=user,913.csv,20
110,1.0616178898980664,606243892653184,100张音符图案纸巾，黑白鸡尾酒客人毛巾，一次性装饰餐巾，适用于音乐节、音乐主题鸡尾酒派个和聚会，时尚音乐主题生日派个装饰,6.46,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/60f687b2-1afe-4075-8801-d8ceeb865684.jpg,https://www.temu.com/search_result.html?search_key=606243892653184&search_method=user,912.csv,8
111,1.0603168871817943,607257085492657,1 pc挂树枝戴围巾小浣熊静电窗贴，免胶可移除不留残胶，秋日枫叶橡果森林动物玻璃窗贴，客厅橱窗秋季氛围感装饰贴纸,1.4,家居厨房用品,窗饰及配件,https://img.kwcdn.com/product/open/eb03d61c167f4e8a9c8165694e0ccda8-goods.jpeg,https://www.temu.com/search_result.html?search_key=607257085492657&search_method=user,910.csv,11
112,1.0579314878779726,606987039405847,浪漫纯白双天鹅心形雕像摆件，优雅的情侣天鹅桌面装饰工艺品。这套具有象征意义的家居陈设，完美适用于卧室床头柜、梳妆台、客厅茶几或浪漫婚礼现场的桌面布置。 作为结婚礼物、订婚贺礼、结婚周年纪念日惊喜或情人节心意馈赠,4.51,家居厨房用品,节日饰品,https://img.kwcdn.com/product/fancy/ba82fdf1-9c6e-4f5f-a604-36ebf699cc4d.jpg,https://www.temu.com/search_result.html?search_key=606987039405847&search_method=user,909.xlsx,3
113,1.0568500501859377,606245234818695,1PC全棉个面印花拉链款单被套，多种花型可供挑选，可机洗。,22.76,家居厨房用品,床上用品,https://img.kwcdn.com/product/fancy/949c5aa7-43f9-489a-8d56-2ffb2a6d77cf.jpg,https://www.temu.com/search_result.html?search_key=606245234818695&search_method=user,913.csv,15
114,1.0552384798687389,607456667217824,"1pc Personalized Custom Name Street Graffiti Theme Blanket, Customizable Name, Soft And Skin-Friendly Flannel Thin Blanket, Suitable for Summer Air-Conditioned Room, RV, Sofa, Bed, Office Nap, Birthday Gift, Christmas Valentine'S Day Birthday Gift",14.97,家居厨房用品,毯子,https://img.kwcdn.com/product/open/70a05b8d6d674b0bac24f3e1d9b61dbd-goods.jpeg,https://www.temu.com/search_result.html?search_key=607456667217824&search_method=user,912.csv,1
115,1.0548213894566845,606531269527658,"92pcs Balloon Set And 2D Flat Banner Orange Happy Birthday Floral Design Party Decoration for Birthday Celebration, 2D Flat",9.94,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/0fc83ca5ad514217aa1db93244d5c6c3-goods.jpeg,https://www.temu.com/search_result.html?search_key=606531269527658&search_method=user,912.csv,1
116,1.0544236055996723,607375733919969,带盖装饰编织收纳篮3件套，绳索桌面整理器，用于收纳珠宝小物件，家用储物箱，置物架篮,15.41,家居厨房用品,家庭收纳,https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/b88170da-a0eb-11f1-85a4-0a580aa3ffa6.jpg,https://www.temu.com/search_result.html?search_key=607375733919969&search_method=user,911.csv,1
117,1.05275902331471,606338851657618,1件- 狼盾北欧设计图案-2D圆形金属耐用磁贴，高质量印刷，适用于冰箱、写字板、橱柜和储物柜装饰，完美的家居或办公室装饰,1.35,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/ff62de75f6d34825a1da9b0de0524bdc-goods.jpeg,https://www.temu.com/search_result.html?search_key=606338851657618&search_method=user,911.csv,1
118,1.0515617208650823,607028378485855,家用大开口强力防风晾衣夹，适用于家用宿舍晾晒的高质量晾衣夹，晾衣必备好帮手,4.9,家居厨房用品,衣橱收纳,https://img.kwcdn.com/product/open/7f8297288a63485f901545b427a0506a-goods.jpeg,https://www.temu.com/search_result.html?search_key=607028378485855&search_method=user,911.csv,0
119,1.049152638157466,607377076154660,1件- 黄色圆形疯狗区域警示标 -2D圆形金属耐用冰箱贴，采用高品质印刷技术，适用于冰箱、写字板、橱柜及储物柜的装饰。,1.96,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/7368392c93874da29f33f85ae12c2090-goods.jpeg,https://www.temu.com/search_result.html?search_key=607377076154660&search_method=user,911.csv,0
120,1.0490614361569688,606961806492489,11/22/33片装 自粘方形细网排水口贴纸，防堵塞淋浴地漏过滤网，防虫地漏滤网，适用于浴室淋浴、马桶及厨房水槽排水口，日常家用管道防堵塞保护产品,0.68,家居厨房用品,浴室用品,https://img.kwcdn.com/product/open/8e11def70bea4155b41093d9dfa6f3dc-goods.jpeg,https://www.temu.com/search_result.html?search_key=606961806492489&search_method=user,911.csv,0
121,1.0473315598858943,605547571037265,1件- 巴塞罗那 公园 建筑 天际线 马赛克 -2D圆形金属耐用磁贴，高质量印刷，适用于冰箱、写字板、橱柜和储物柜装饰，完美的家居或办公室装饰,1.95,家居厨房用品,厨房用品,https://img.kwcdn.com/product/open/285a441d27524745aa4e97ae8f167454-goods.jpeg,https://www.temu.com/search_result.html?search_key=605547571037265&search_method=user,911.csv,16
122,1.0472372320397816,605776009616691,“我每周只喝3天啤酒，昨天、今天和明天” - 带啤酒杯和泡沫字母的标语- 复古木质墙艺标牌，带有语录-做旧白色和金色复古设计 - 便于悬挂 - 爱尔兰酒吧，适合男人洞穴、家庭酒吧、咖啡馆 - 圣帕特里克节、情人节、母亲节礼物 - 啤酒爱好者装饰,9.86,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/1cf6e4195b334b98badfd057c0e18174-goods.jpeg,https://www.temu.com/search_result.html?search_key=605776009616691&search_method=user,911.csv,3
123,1.047002312452525,606751487282501,多功能红外测温枪，高精度LED数字大屏，(-58℉至1022℉）/（-50℃至550℃）非接触式激光功能，物距比12:1，发射率可调，适用于烹饪、披萨烤箱、肉类、烧烤、发动机，激光红外表面工具配件，工业热度测量设备，便携式热度计,9.03,家居厨房用品,酿酒用具,https://img.kwcdn.com/product/open/1776adcf76f0400cba1584fa6a3659d4-goods.jpeg,https://www.temu.com/search_result.html?search_key=606751487282501&search_method=user,909.xlsx,0
124,1.0469932295007036,607354124923777,桌旗 2D平面印花 1件装 秋季枫枝图案 四季通用 厨房餐桌 节日家居装饰 2D平面,1.82,家居厨房用品,餐厨布艺,https://img.kwcdn.com/product/open/3579e08fa1f442398b626819b3695192-goods.jpeg,https://www.temu.com/search_result.html?search_key=607354124923777&search_method=user,913.csv,4
125,1.0454929728348628,605672812976555,114pcs Balloon Set And 2D Flat Banner Pink Golden White Rainbow Happy Birthday Text Party Decoration for Birthday Celebration,14.09,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/4b06f714f4064c6980f10d1a12d54695-goods.jpeg,https://www.temu.com/search_result.html?search_key=605672812976555&search_method=user,912.csv,0
126,1.0430992396017402,601103416661976,手写圣诞祝福格子圣诞树红色星星雪花圣诞节抱枕套2个装床上用品适用于卧室床沙发节日装饰,5.63,家居厨房用品,沙发装饰,https://img.kwcdn.com/product/open/9e1aa7dbaf2d47e0b46609fd63878181-goods.jpeg,https://www.temu.com/search_result.html?search_key=601103416661976&search_method=user,911.csv,12
127,1.040928137007786,606885302401587,1PC 2D平面“请冲水”高地牛冲水提示语马桶贴，抱卷纸的高地牛指示图案，可爱动物元素装饰，浴室卫生间马桶盖水箱美化，家居装饰,0.63,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/f8b89a29e82b4af5a0a79509a17c6fed-goods.jpeg,https://www.temu.com/search_result.html?search_key=606885302401587&search_method=user,912.csv,0
128,1.040402595124578,606998447944975,2D平面设计，自闭症主题装饰标牌-绿黄配色，复古木质墙面装饰，适用于家庭、工作室或公寓，室内外皆宜，国庆红日主题，|大字体|耐用标牌，户外装饰万圣节、圣诞节,0.83,家居厨房用品,家居装饰,https://img.kwcdn.com/product/open/50d804cd7bd3449f993244f6f9dc1296-goods.jpeg,https://www.temu.com/search_result.html?search_key=606998447944975&search_method=user,913.csv,108
129,1.0401268193326547,607256145984703,【2D flat】1pc浴缸浴室地垫，防滑吸水柔软可机洗，天鹅绒材质，适用于浴室、门口、浴缸、马桶、洗漱台，抽象蓝灰笔触图案，温馨家居装饰，适配现代简约风格，秋冬季推荐,5.69,家居厨房用品,地毯地垫,https://img.kwcdn.com/product/21f0661f40/77900df6-6e60-4e25-8276-ddcee40a9ab6_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=607256145984703&search_method=user,910.csv,0
130,1.0395534137642057,607576523652132,天然相思木烹饪工具五件套 长柄汤铲漏勺饭勺捞面勺不伤锅厨具,29.88,家居厨房用品,厨房用品,https://img.kwcdn.com/product/fancy/17fc558e-1c75-495d-a473-4472b34a064c.jpg,https://www.temu.com/search_result.html?search_key=607576523652132&search_method=user,910.csv,0
131,1.035056627975583,601101222351101,1 件套 椰子棕榈墙贴 DIY 风景景观，适用客厅卧室装饰贴花,5.3,家居厨房用品,墙面装饰,https://img.kwcdn.com/product/fancy/b11572c4-8041-41e2-ac6a-949c85c2d0a2.jpg,https://www.temu.com/search_result.html?search_key=601101222351101&search_method=user,911.csv,169
132,1.032276942053584,606621027676496,Multi-Item Party Favor Packs4件多样卡通印花小章鱼可以揉捏的玩具 儿童聚会随手礼品 开学季派个礼物 惊喜礼袋填充小物件、班级奖品，多节日适用，随机颜色款式,2.22,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/ddd1146a-9832-4e91-8cc9-0bb4984de2b4.jpg,https://www.temu.com/search_result.html?search_key=606621027676496&search_method=user,911.csv,3
133,1.03039234754652,605786814139464,多件装派对小礼品套装，6条颜色随机马卡龙色仿真小金鱼，软胶TPR弹力发泄减压用品，节日、水上游戏派对礼品、夏季派对装饰品和水族馆、游泳池互动装扮配件,1.61,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/fancy/1043be76-4cbd-403b-92e5-8f1f565b1b18.jpg,https://www.temu.com/search_result.html?search_key=605786814139464&search_method=user,909.xlsx,1
134,1.0301421300009193,607340501826707,3.8英寸木制马像摆件，动物造型，简约风格，适用于家居装饰、办公室装饰、桌面装饰，是送给老人的礼物、节日装饰、男士礼品,5.27,家居厨房用品,家居装饰,https://img.kwcdn.com/product/fancy/58b27653-3d99-4b8b-8e86-67bc9fafa760.jpg,https://www.temu.com/search_result.html?search_key=607340501826707&search_method=user,913.csv,3
135,1.0285672986981207,601100303576233,8件装篮球横幅，篮球生日快乐派个悬挂运动派个漩涡运动派个悬挂装饰篮球派个用品男孩,6.68,家居厨房用品,节日聚会用品,https://img.kwcdn.com/product/open/c41827a97ae84c218fdd8d018877165a-goods.jpeg,https://www.temu.com/search_result.html?search_key=601100303576233&search_method=user,911.csv,0
