商品ID,标题,main_url,商品链接,美元价格($),cat_l1,cat_l2,source,总销量,y_raw,y,split,shop_group,log_price,has_video,n_gallery,title_len,title_cjk_ratio,has_cn_title,n_tags,has_backend_cat,店铺总销量,粉丝数,店铺评分,在售商品数
606605055772653,个性化2D平面印花咖啡主题陶瓷马克杯，11盎司，可定制姓名/文字，送给咖啡师/咖啡爱好者的完美礼物，咖啡工具和卷饼主题，2D平面印花，适合派对/节日/周年纪念日/圣诞节/感恩节,https://img.kwcdn.com/product/open/1bb797e972694d1d94478279d62ae258-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605055772653&search_method=user,5.06,家居厨房用品,杯具,911.csv,0,0,0.0,,shop_634418229254383,1.801709800081223,0,1,88,0.7954545454545454,1,0,0,5107.0,152.0,4.9,1918.0
606605055773569,定制马克杯 1个装 11盎司 陶瓷咖啡杯，可爱狐狸和花朵印花，家用办公饮用餐具，情人节生日节日礼物的理想选择，夏季旅行露营户外活动,https://img.kwcdn.com/product/fancy/6922fdd9-9f92-4e70-b2ad-93a865726c19.jpg,https://www.temu.com/search_result.html?search_key=606605055773569&search_method=user,7.59,家居厨房用品,杯具,911.csv,0,0,0.0,,shop_634418230928070,2.150598735996164,0,6,65,0.8461538461538461,1,0,1,71.0,1.0,5.0,426.0
606605055776484,"2D Flat, 2D Flat, (Posters And Prints) [2D Flat] 1pc Frameless Canvas Art Math And Science Poster Measurement Conversion Angle Operation Symbols Multiplication Table Alphabet Frameless Canvas Wall Art for Classroom Room Decoration Classroom Decorati",https://img.kwcdn.com/product/21152342fce/286653f9-9ce5-420f-b0a5-4bdffe7d7df5_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606605055776484&search_method=user,6.28,家居厨房用品,墙面装饰,910.csv,0,0,0.0,,shop_634418231641113,1.9851308622085944,0,1,249,0.0,0,0,0,0.0,0.0,0.0,0.0
606605055785072,1个11盎司定制姓名陶瓷咖啡杯，带波点网纱手套礼盒印花的个性化茶杯，可用洗碗机清洗，是成人生日、圣诞节、母亲节、父亲节、家人朋友、节日派对的理想礼物,https://img.kwcdn.com/product/fancy/ab154401-4370-46cc-85cc-9a0c20086d34.jpg,https://www.temu.com/search_result.html?search_key=606605055785072&search_method=user,6.92,家居厨房用品,杯具,911.csv,0,0,0.0,,shop_634418225918793,2.069391205826334,0,1,74,0.8513513513513513,1,0,0,141.0,3.0,5.0,364.0
606605189942841,多功能不锈钢翻盖储物箱，经典厨房面包箱，厨房用具整理器，带盖密封储存容器，小型装饰性零食盒，可重复使用，储物配件，不与食物接触,https://img.kwcdn.com/product/algo_check/auto/a1e368ae33a0dff81f78cebe4614384b_1786343762338.jpg,https://www.temu.com/search_result.html?search_key=606605189942841&search_method=user,17.39,家居厨房用品,家庭收纳,910.csv,0,0,0.0,,row_17019,2.91180703861623,0,1,63,0.8888888888888888,1,0,0,0.0,0.0,0.0,0.0
606605189943754,二维平面款，1件装经典亚克力渡鸦挂饰，花园悬挂饰品，彩色窗饰，玻璃碎片挂饰，适用于室内外派对的艺术挂饰，配有链条，便于悬挂于家居、花园、门廊、墙壁及窗户,https://img.kwcdn.com/product/fancy/4862ba89-1527-46af-8e09-28a3a23585cb.jpg,https://www.temu.com/search_result.html?search_key=606605189943754&search_method=user,2.12,家居厨房用品,家居装饰,910.csv,0,0,0.0,,shop_634418226502769,1.1378330018213911,0,1,76,0.8552631578947368,1,0,0,21000.0,412.0,4.8,291.0
606605190001608,定制纸质杯垫，清晰生动的图案 - 非常适合饮料、啤酒、茶和咖啡 - 完美的圣诞礼物，适合家庭和餐厅装饰,https://img.kwcdn.com/product/open/948269398ae644d49d8846fcce8c3091-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605190001608&search_method=user,49.48,家居厨房用品,家居装饰,909.xlsx,0,0,0.0,,shop_634418227950684,3.9215772182329576,0,1,51,0.803921568627451,1,0,0,247.0,0.0,0.0,63.0
606605324166149,二维平面印刷，1个星爆设计的中世纪现代风格餐具干燥垫，防滑橡胶底，厨房水分吸收排水垫，高吸水咖啡杯滴水垫，快速干燥浴室排水垫,https://img.kwcdn.com/product/open/32b29c9cccc64681a4e55c6d10b345c7-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605324166149&search_method=user,3.24,家居厨房用品,厨房用品,909.xlsx,0,0,0.0,,shop_634418231833473,1.4445632692438664,0,1,62,0.9032258064516128,1,0,0,0.0,0.0,0.0,0.0
606605324169498,"2d flat 多尺寸创意卡通萌犬花朵图案可机洗异形多尺寸厨房地毯，薄绒2D印花非长绒,办公室,浴室,客厅,卧室,室内外门口地垫,入户门地毯,秋季新品,冬季新品",https://img.kwcdn.com/product/fancy/51d047de-a2ff-4742-a4d6-e1920897f902.jpg,https://www.temu.com/search_result.html?search_key=606605324169498&search_method=user,18.75,家居厨房用品,餐厨布艺,910.csv,0,0,0.0,,shop_634418211161372,2.9831534913471307,0,1,80,0.7625,1,0,0,100000.0,6086.0,4.8,197.0
606605324172425,"Creative Silicone Suction Cup Tissue Box, Drill-Free Adhesive Napkin Holder, Suitable for Coffee Tables, Bedrooms, Living Rooms, And Cars, Multifunctional Wall-Mounted Tissue Organizer, Easy to Install And Clean, Home Daily Storage Item",https://img.kwcdn.com/product/fancy/575e13f4-e65f-4104-8dfe-a750c262e03a.jpg,https://www.temu.com/search_result.html?search_key=606605324172425&search_method=user,3.16,家居厨房用品,浴室用品,910.csv,2,2,1.0986122886681098,,shop_634418219432296,1.425515074273172,0,1,236,0.0,0,0,0,4339.0,68.0,4.9,8.0
606605324179813,1个定制金属高尔夫球座铁盒，高尔夫球杆+名字设计，高尔夫球座收纳整理盒，高尔夫球场、练习场、高尔夫旅行的理想选择，高尔夫球手专用金属高尔夫球座盒，完美的高尔夫球手礼物,https://img.kwcdn.com/product/fancy/782dd9ef-646c-4395-9158-6f4c0cc9bf6d.jpg,https://www.temu.com/search_result.html?search_key=606605324179813&search_method=user,3.96,家居厨房用品,家庭收纳,910.csv,2,2,1.0986122886681098,,shop_634418213078267,1.601405740736836,0,1,83,0.891566265060241,1,0,0,57000.0,1183.0,4.9,48.0
606605324198410,1件装波西米亚风手工编织纸绳多功能收纳篮，化妆品杂物储物篮，家居装饰收纳盒，适用于客厅、卧室、橱柜及办公室，家居装饰,https://img.kwcdn.com/product/fancy/31fe7d9e-dd28-4cbf-9bd0-594826e560fd.jpg,https://www.temu.com/search_result.html?search_key=606605324198410&search_method=user,3.23,家居厨房用品,家庭收纳,910.csv,0,0,0.0,,shop_634418224264933,1.4422019930581866,0,1,58,0.8793103448275862,1,0,0,59000.0,850.0,4.8,67.0
606605324213389,针织纹理蝙蝠桌面雕塑，3D打印哑光黑钩针风格蝙蝠雕像，带有精致的翅膀与耳朵纹理，哥特暗黑美学风格，适用于书架、书桌及季节性万圣节室内装饰摆件,https://img.kwcdn.com/product/open/f66a0d42bfcf4077a9c47c556aaa7c5d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605324213389&search_method=user,1.74,家居厨房用品,家居装饰,911.csv,0,0,0.0,,shop_634418219716432,1.007957920399979,0,2,70,0.9,1,0,0,52000.0,950.0,4.8,209.0
606605525503408,"2D-赛博科技竞速风图案主题印花沙滩巾-温润软柔沙滩巾, 亲肤面料体验佳, 适用于海边度假, 适用于河畔休憩, 适用于露营途中, 在度假时刻享轻松, 可作婚礼纪、纪念日氛围好礼, 暖心赠礼, 送给度假爱好者的理想选择",https://img.kwcdn.com/product/open/64696f8aa9a54c648785c45ce2143f4a-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605525503408&search_method=user,5.3,家居厨房用品,毛巾浴巾,909.xlsx,0,0,0.0,,shop_634418228204212,1.840549633397487,0,1,108,0.8055555555555556,1,0,0,5023.0,240.0,5.0,250.0
606605525515056,2D-东欧复古风图案主题加厚沙滩巾 - 快干大容量重型毛巾，适用于海滩、泳池、露营、冲浪 - 旅行必备，大胆印花，柔软质感，户外爱好者首选,https://img.kwcdn.com/product/open/44c94213d23b4fefb285535eac3517a1-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605525515056&search_method=user,5.3,家居厨房用品,毛巾浴巾,909.xlsx,0,0,0.0,,shop_634418228204212,1.840549633397487,0,1,69,0.7681159420289855,1,0,0,5023.0,240.0,5.0,250.0
606605525515802,4件装毛毡生日快乐横幅装饰套装-生日派个用彩色3D蓬松字母，带Pom Pom花环和三角旗,https://img.kwcdn.com/product/algo_check/auto/2da781faff5f4119309a0365dc5cddc0_1782727136015.jpg,https://www.temu.com/search_result.html?search_key=606605525515802&search_method=user,5.82,家居厨房用品,节日聚会用品,909.xlsx,0,0,0.0,,shop_634418220558426,1.9198594718553708,0,6,44,0.7272727272727273,1,0,1,18626.0,162.0,4.8,82.0
606605525528809,带轮木质宠物衣架，适用于狗狗衣物、毛衣、夹克及配饰的犬用衣柜收纳整理架，时尚家用宠物服装展示架,https://img.kwcdn.com/product/open/48ea1180817044f18c338ab38cc2a681-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605525528809&search_method=user,55.12,家居厨房用品,衣橱收纳,910.csv,2,2,1.0986122886681098,,shop_2554040992944,4.02749225523426,0,1,47,0.9148936170212766,1,0,0,63000.0,2290.0,4.8,96.0
606605726840999,二维平面主题闺蜜礼物 适用于女性及女性朋友 - 可爱亚克力人物心形挂牌，桌面装饰，适用于挚友生日礼物、恶搞礼物、友谊标志，用于桌面装饰、恐怖主题房间，2D平面,https://img.kwcdn.com/product/open/3cdef94feab74eceb87f0e0b50ad57b4-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605726840999&search_method=user,3.89,家居厨房用品,家居装饰,910.csv,0,0,0.0,,shop_634418225887315,1.5871923034867808,0,1,79,0.8354430379746836,1,0,0,7653.0,321.0,4.9,204.0
606605861057903,2D平面圣诞迎宾垫，圣诞装饰品，圣诞老人坐在雪橇上送圣诞礼物图案设计，可机洗，柔软舒适，1.19厘米厚材质，适用于入口、客厅、卧室,https://img.kwcdn.com/product/fancy/91f7282a-fc71-4b1f-8c4f-b4de2006573f.jpg,https://www.temu.com/search_result.html?search_key=606605861057903&search_method=user,3.85,家居厨房用品,地毯地垫,910.csv,0,0,0.0,,shop_634418218610225,1.5789787049493915,1,1,65,0.7846153846153846,1,0,0,17365.0,797.0,4.7,813.0
606605861061770,2 pc彩绘常春藤边角静电窗贴，免胶可移除不留残胶，复古彩玻风绿叶藤蔓玻璃窗贴，客厅厨房橱窗自然氛围感装饰贴纸,https://img.kwcdn.com/product/open/ec41c0825b0c4ceaaa037489289f5b82-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605861061770&search_method=user,2.52,家居厨房用品,窗饰及配件,911.csv,15,15,2.772588722239781,,shop_634418230324507,1.2584609896100056,0,1,55,0.8727272727272727,1,0,0,0.0,3.0,5.0,0.0
606605861065875,多功能塑料桌面收纳筐整理盒，适用于化妆品、文具及小件饰品托盘 - 塑料置物架整理盒，适用于家庭办公室、厨房、卧室整理 - 节省空间的收纳筐托盘、置物架筐,https://img.kwcdn.com/product/open/c17f0f5975fd4ec5994ef2681da0a220-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605861065875&search_method=user,2.52,家居厨房用品,家庭收纳,909.xlsx,0,0,0.0,,shop_634418230979836,1.2584609896100056,0,1,76,0.8421052631578947,1,0,0,0.0,25.0,5.0,0.0
606605861068648,"4pcs Red Candy Cane Placemats Suitable for Christmas Table Decorations, Round Table Protectors Suitable for Parties, Home Use, Themed Restaurants, Indoor/Outdoor Use, Hand Washable for Dining Table Settings (Candy Cane), 2D Flat, Christmas Decor",https://img.kwcdn.com/product/open/8dd1b318e6574ab3be6452141c9755f0-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605861068648&search_method=user,5.4,家居厨房用品,餐厨布艺,910.csv,6,6,1.9459101490553128,,shop_634418231426165,1.8562979903656265,0,1,245,0.0,0,0,0,814.0,7.0,4.3,31.0
606605861092496,多件装派对礼品包 4只装 六角恐龙捏捏乐玩具 闪粉解压玩具 可爱麦芽糖六角恐龙玩具 男女童适用 课堂生日礼物 礼品袋装 可爱软萌玩具 派对礼品 颜色款式随机,https://img.kwcdn.com/product/open/8e06e88dcaf24e9aabe7ce90d475b10f-goods.jpeg,https://www.temu.com/search_result.html?search_key=606605861092496&search_method=user,7.5,家居厨房用品,节日聚会用品,909.xlsx,0,0,0.0,,shop_634418214542957,2.1400661634962708,0,1,78,0.8589743589743589,1,0,0,300000.0,1094.0,4.9,642.0
606606062391318,"2D Flat, 1pc 1pcs Vintage Butterfly Life Cycle Wall Chart - 8x8in/20x20cm Round Sign Suitable for Garden Decor, Classroom,, Science Education with Metamorphosis Diagram, Frameless Decoration for or Gifts, 2D Flat",https://img.kwcdn.com/product/2123a6789c/a3b3522d-2b88-4d77-b979-2a4131ea061d_1000x1000.jpeg,https://www.temu.com/search_result.html?search_key=606606062391318&search_method=user,6.88,家居厨房用品,节日饰品,910.csv,0,0,0.0,,shop_634418230735671,2.064327903869788,0,1,212,0.0,0,0,0,0.0,0.0,0.0,0.0
606606129473966,二维平面，【墙壁雕塑】二维平面1件 乡村风海带金属墙壁艺术 优雅植物自然装饰 适用于客厅卧室花园庭院 独特的乔迁礼物 赠予家人朋友 室内外金属标牌匾 美学家居装饰，二维平面,https://img.kwcdn.com/product/open/29b33d3c88b348008c0507fa0757593d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606129473966&search_method=user,7.24,家居厨房用品,家居装饰,910.csv,0,0,0.0,,shop_634418227204809,2.10900034392138,0,1,86,0.8604651162790697,1,0,0,2361.0,69.0,5.0,539.0
606606129477422,"Personalized Photo Face Inflatable Doll, Halloween Funny Party Play Accessory, Home Decor, Party-Ready Prop, Happy Birthday Prop, Halloween Gifts, Party Favor for Friends, Inflatable Yard Decorations, Photo Booth Gag Decor, No Blower, Novelty Gift",https://img.kwcdn.com/product/open/479ca5f33a054d49b68f84fdde195342-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606129477422&search_method=user,6.31,家居厨房用品,节日饰品,910.csv,0,0,0.0,,row_14643,1.9892432737616872,1,1,247,0.0,0,0,0,0.0,0.0,0.0,0.0
606606129478626,"2D Flat, 1pc, New Fun Embossed 2D Acrylic Home Decor Hanging Ornament, Cute Elephant Holding a Christmas Gift, Practical and Beautiful Holiday Hanging Decoration, Holiday Gift Decoration Keychain, Holiday Decor Supplies, 2D Flat",https://img.kwcdn.com/product/fancy/800fae48-c7ae-4a48-a449-f4d6cbf3ed26.jpg,https://www.temu.com/search_result.html?search_key=606606129478626&search_method=user,1.2,家居厨房用品,家居装饰,910.csv,0,0,0.0,,shop_634418230753881,0.7884573603642702,0,1,228,0.0,0,0,0,0.0,0.0,0.0,0.0
606606129488338,"Random 7pcs Mesh Zipper Laundry Bag Set, High-Elastic And Wear-Resistant Mesh Fabric Repeated Washing Non-Cracking, Isolating Clothing to Prevent Snagging And Entanglement, Can Be Filled with Scent Beads for Fragrance, Home Daily Laundry",https://img.kwcdn.com/product/open/9fc7c38cba424b34a10d6c389fdbea03-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606129488338&search_method=user,3.85,家居厨房用品,衣橱收纳,911.csv,0,0,0.0,,shop_634418229055787,1.5789787049493915,0,1,237,0.0,0,0,0,7600.0,404.0,5.0,58.0
606606129505300,1个装 11盎司 马克杯 定制姓名 手工制作 Maker标志 个性化定制咖啡杯，陶瓷咖啡杯，水杯，夏季和冬季饮品，生日礼物，节日礼物,https://img.kwcdn.com/product/211523406cc/68258104-898e-45d3-960a-67da3675fd18_1200x1200.jpeg,https://www.temu.com/search_result.html?search_key=606606129505300&search_method=user,7.27,家居厨房用品,厨房收纳,911.csv,0,0,0.0,,shop_634418225843807,2.1126345090356,0,1,66,0.7121212121212122,1,0,0,13000.0,99.0,5.0,1472.0
606606129512787,AQUASAFE-50pcs空气炸锅垫纸 - 通用型适用于烤箱与微波炉，不粘烘焙纸 - 无涂层，耐高温，家用商用皆宜,https://img.kwcdn.com/product/fancy/9279fbb2-c1f7-4289-8eef-c7c166af9c9b.jpg,https://www.temu.com/search_result.html?search_key=606606129512787&search_method=user,2.93,家居厨房用品,烘焙用品,910.csv,0,0,0.0,,shop_634418229301728,1.3686394258811698,1,2,58,0.603448275862069,1,0,0,10353.0,242.0,5.0,136.0
606606129517324,1个个性化圣诞袜，定制姓名刺绣工艺品，蘑菇图案，多种颜色可选，扭曲菱形图案，内置悬挂环，壁炉架圣诞装饰品，家庭节日装饰，节日礼物选择，18英寸,https://img.kwcdn.com/product/fancy/e3fb6a57-b108-46c8-b45d-9dfc53a00366.jpg,https://www.temu.com/search_result.html?search_key=606606129517324&search_method=user,6.89,家居厨房用品,节日饰品,909.xlsx,0,0,0.0,,shop_634418226807431,2.065596134857783,0,1,71,0.8309859154929577,1,0,0,90.0,0.0,0.0,24.0
606606129517980,"2-Pack Magnetic Refrigerator Organizer, No Drilling Required, Kitchen Spice Rack, Side-Mounted Fridge Shelf, Multi-Functional Household Storage Rack, Strong Magnetic Spice Rack, Kitchen Utensil Hanger, Nail-Free, Residue-Free, Space-Saving",https://img.kwcdn.com/product/algo_framework/ImageCm2InAlgo/12854d54-a781-11f1-85a4-0a580aa3ffa6.jpg,https://www.temu.com/search_result.html?search_key=606606129517980&search_method=user,13.47,家居厨房用品,家庭收纳,911.csv,0,0,0.0,,shop_634418228312466,2.6720775406433925,0,1,239,0.0,0,0,0,19280.0,1290.0,4.7,59.0
606606129520667,"4pcs Realistic Handmade Feathered Black Suitable for Halloween & Year-Round Decorations, Indoor/Outdoor Fake Bird Statues with Display Stand, Gothic Raven Props for, Shelf, Tabletop Ornament - Detailing",https://img.kwcdn.com/product/open/b60ed5e4306e4dcdbeb4420f46bb9752-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606129520667&search_method=user,5.5,家居厨房用品,节日饰品,910.csv,0,0,0.0,,shop_634418230562800,1.8718021769015916,0,1,202,0.0,0,0,0,10537.0,158.0,5.0,104.0
606606129522999,"280GSM 280GSM 雪景圣诞村,节日礼物,柔软毛毯,温馨冬日场景设计,多功能家居装饰,温暖舒适",https://img.kwcdn.com/product/open/3b9ea1ae9e934196b1e757eb11d79bb1-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606129522999&search_method=user,9.16,家居厨房用品,毯子,909.xlsx,0,0,0.0,,shop_634418231447103,2.318458442150336,0,1,51,0.6274509803921569,1,0,0,709.0,9.0,4.2,441.0
606606129525293,2D平面 1个乡村风格圣诞木制餐巾架，带金色星星和红色和金色设计 - 坚固的桌面立式餐巾分配器，带分层托盘，可容纳多张餐巾，用于餐桌装饰，圣诞节餐桌装饰品,https://img.kwcdn.com/product/open/0467b52d5333446bbe592b3e199c0330-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606129525293&search_method=user,2.31,家居厨房用品,餐厨布艺,910.csv,0,0,0.0,,shop_634418230165119,1.1969481893889715,0,1,77,0.8441558441558441,1,0,0,957.0,4.0,5.0,187.0
606606263685346,2D平面，1件装乡村风木质老鼠礼品拱门墙饰 - 不规则造型复古农舍圣诞装饰，适用于冬日仙境假日装饰，室内节日礼品拱门带老鼠，木质面板装饰，2D平面,https://img.kwcdn.com/product/fancy/f0ce11da-7b04-4fd1-90e3-6b8cad17c32a.jpg,https://www.temu.com/search_result.html?search_key=606606263685346&search_method=user,7.23,家居厨房用品,家居装饰,911.csv,5,5,1.791759469228055,,shop_634418225633168,2.1077860146889784,0,1,73,0.821917808219178,1,0,0,8034.0,304.0,4.7,219.0
606606263698951,2支人造3D开放式郁金香花茎，55厘米/21.7英寸，触感逼真的仿真鹦鹉郁金香，单支仿真盛开郁金香，适用于家居花瓶装饰、婚礼花艺、派个餐桌中心装饰、DIY花艺手工及室内装饰,https://img.kwcdn.com/product/fancy/23726ed3-bebe-4cfa-8b7b-6e67c0150c82.jpg,https://www.temu.com/search_result.html?search_key=606606263698951&search_method=user,5.25,家居厨房用品,家居装饰,909.xlsx,0,0,0.0,,shop_634418231161396,1.8325814637483104,0,1,86,0.7674418604651163,1,0,0,2187.0,18.0,4.8,72.0
606606263743653,2D平面，1件装，经典圣诞老人和小鹿冬季森林场景拱门木质标牌 圣诞节假日和冬季装饰墙壁艺术装饰标牌，7.4X11.8英寸,https://img.kwcdn.com/product/fancy/30baa88c-42e1-48cf-b93c-7b0a84b15f33.jpg,https://www.temu.com/search_result.html?search_key=606606263743653&search_method=user,6.75,家居厨房用品,家居装饰,911.csv,9,9,2.302585092994046,,shop_634418225633168,2.0476928433652555,0,1,60,0.75,1,0,0,8034.0,304.0,4.7,219.0
606606330808063,"Warm Light Lantern String, Palace-style Lantern String, Warm Light, Festival Decoration, Room Decoration, Halloween, Christmas, Wedding, Party, Gathering Event, Graduation Ceremony, Bedroom, Living Room, Small Night Light, Birthday Gift",https://img.kwcdn.com/product/open/7c5d37b8b4fb4f8d9518098595788afb-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606330808063&search_method=user,5.04,家居厨房用品,照明及配件,910.csv,0,0,0.0,,shop_634418222729984,1.7984040119467235,0,1,236,0.0,0,0,0,43000.0,1758.0,4.8,86.0
606606330825076,1个姓名，蜜蜂主题设计，节日、生日、万圣节、圣诞节、同事、朋友、父亲、母亲、亲人完美礼物，个面印刷，7色可选，适用于洗碗机和微波炉,https://img.kwcdn.com/product/open/25616481194e4b87b22960864e11c34c-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606330825076&search_method=user,5.03,家居厨房用品,杯具,911.csv,0,0,0.0,,shop_634418228715705,1.7967470107390942,1,11,65,0.7692307692307693,1,0,1,2245.0,3.0,5.0,763.0
606606330845098,陶瓷咖啡杯 - 极简风格的5位非裔美国女孩与行李的插图 - 12盎司洗碗机和微波炉安全的旅行杯 - 适合作为生日、圣诞节、万圣节和感恩节的完美节日礼物。,https://img.kwcdn.com/product/fancy/47677fc1-9741-42cd-b4bf-aa2306600bb4.jpg,https://www.temu.com/search_result.html?search_key=606606330845098&search_method=user,5.12,家居厨房用品,杯具,911.csv,0,0,0.0,,shop_634418228715705,1.8115620965242347,1,1,76,0.8026315789473685,1,0,0,2245.0,3.0,5.0,763.0
606606397906309,可爱猫咪造型迷你收纳盒，少女心首饰戒指手链整理罐，床头桌面精致杂物储物，玄关钥匙耳环项链收纳，女友生日治愈系小礼物，圣诞节、万圣节、复活节、家居装饰品,https://img.kwcdn.com/product/open/caa34d6d14f442d88d4f61d1a636c605-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606397906309&search_method=user,1.21,家居厨房用品,家庭收纳,909.xlsx,7,7,2.079441541679836,,shop_634418230520456,0.7929925155296614,0,7,75,0.8933333333333333,1,0,1,89000.0,818.0,4.7,77.0
606606397909495,"Personalized Christmas Crystal Ball Figure Night Light, Custom Character Statue, DIY Handwritten Blessings, Indoor Home Decor Ornament, Base Without Text, Suitable for Placement in Bedrooms, Living Rooms, Offices, and Other Scenes. No Batteries",https://img.kwcdn.com/product/open/88b8f548c3154b7c9e5ed784ac5f868a-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606397909495&search_method=user,20.14,家居厨房用品,照明及配件,909.xlsx,0,0,0.0,,shop_634418228847940,3.051166980442092,0,1,244,0.0,0,0,0,25.0,0.0,0.0,32.0
606606397929579,适合四个季节的礼物，2D平面印刷木材。万圣节和圣诞节等节日用品。迷人复古风圣诞老人与驯鹿木质托盘 - 圆形圣诞节日装饰，姜饼派对必备品,https://img.kwcdn.com/product/open/c5f8a8355b4f48e0ba5206059a73ca5d-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606397929579&search_method=user,3.95,家居厨房用品,家居装饰,910.csv,0,0,0.0,,shop_634418230421585,1.599387576580599,0,1,67,0.8656716417910447,1,0,0,7.0,0.0,0.0,13.0
606606397930681,2D平面款，4件套冬季松鼠浴帘套装，红棕色松鼠松枝浴室装饰，含1件浴帘+3件地垫（14.96*16.54英寸+14.76*17.72英寸+17.72*29.53英寸），圣诞家居装饰品，家居装饰，浴室配件，2D平面款,https://img.kwcdn.com/product/21f0664f60/da03e9bc-0410-4dd9-9d7b-c04bbd4b4435_800x800.jpeg,https://www.temu.com/search_result.html?search_key=606606397930681&search_method=user,26.16,家居厨房用品,毛巾浴巾,911.csv,0,0,0.0,,shop_634418229896670,3.3017453026904957,0,1,107,0.514018691588785,1,0,0,3639.0,213.0,4.8,99.0
606606397947616,"2D Flat Shower Curtain 1pc 享受卡通狗和猫淋浴窗帘 - 黄色帽子和碗带来的有趣动物设计,聚酯纤维,机洗,12个钩子包含在内,非常适合浴室装饰,四季皆宜,浴室配件_浪漫装饰_纹理,浴室淋浴窗帘",https://img.kwcdn.com/product/open/2f426b1ba06046ad89ae78429b25e727-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606397947616&search_method=user,8.66,家居厨房用品,毛巾浴巾,911.csv,0,0,0.0,,shop_634418218949440,2.2679936482244267,0,1,108,0.6203703703703703,1,0,0,6722.0,83.0,4.9,861.0
606606397949392,2D flat banner 背景布1件，圣诞节节日元素，耐用聚酯室内和室外装饰墙面挂布，无电源圣诞节装饰，适用于婚礼、生日派对、摄影工作室背景,https://img.kwcdn.com/product/21f0664f60/2915347c-4bbf-45ad-857c-8e30f261887d_1024x1024.jpeg,https://www.temu.com/search_result.html?search_key=606606397949392&search_method=user,2.69,家居厨房用品,节日聚会用品,911.csv,0,0,0.0,,shop_634418231737131,1.3056264580524355,0,1,72,0.6944444444444444,1,0,0,13.0,0.0,0.0,1.0
606606532126566,2D平面，1件装，复古警察装饰标牌，权威主题挂牌，知识徽章。适用于家庭、门廊、花园、咖啡馆等场所的户外标识。金属墙饰、万圣节及圣诞礼物的绝佳选择，2D平面,https://img.kwcdn.com/product/open/e1f50d7d775d4fc6ae688cd2a7a70070-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606532126566&search_method=user,3.59,家居厨房用品,节日饰品,911.csv,0,0,0.0,,shop_634418231218751,1.5238800240724537,0,1,77,0.7922077922077922,1,0,0,196.0,0.0,0.0,21.0
606606532135374,2D平面圣诞老人图案4件套，图案为图书馆的法兰绒防滑马桶垫套装，舒适的节日装饰，适用于浴室、玄关、卧室、客厅，甜蜜家居必备品,https://img.kwcdn.com/product/fancy/1d3e3b14-003c-4e78-9518-82e57622f06e.jpg,https://www.temu.com/search_result.html?search_key=606606532135374&search_method=user,14.26,家居厨房用品,地毯地垫,909.xlsx,0,0,0.0,,row_6528,2.725235025856311,0,1,62,0.8387096774193549,1,0,0,0.0,0.0,0.0,0.0
606606532177330,圣诞老人小雕像摆件 站立式白银色红色格子款节日老人玩偶 圣诞节感恩节万圣节桌面壁炉家居装饰,https://img.kwcdn.com/product/fancy/1ca39c97-d554-4f2b-bbaf-f9d1518f727b.jpg,https://www.temu.com/search_result.html?search_key=606606532177330&search_method=user,9.23,家居厨房用品,节日饰品,910.csv,2,2,1.0986122886681098,,shop_634418212743048,2.325324579963535,0,2,45,0.9555555555555556,1,0,0,58000.0,719.0,4.9,51.0
606606800557185,1 件- 女王皇冠羽毛月桂设计 -2D圆形金属耐用冰箱贴，采用高品质印刷技术，适用于冰箱、写字板、橱柜及储物柜的装饰。,https://img.kwcdn.com/product/open/6ad8b0bac6974c79a7a59ee2b1a17e9b-goods.jpeg,https://www.temu.com/search_result.html?search_key=606606800557185&search_method=user,1.32,家居厨房用品,厨房用品,911.csv,6,6,1.9459101490553128,,shop_634418212055649,0.8415671856782186,0,1,59,0.7796610169491526,1,0,0,99000.0,3104.0,4.8,2725.0
